,data.horse.bloodline,data.horse.breed_type,data.horse.color,data.horse.gen,data.horse.horse_type,data.horse.img_url,data.horse.inserted_at,data.horse.name,data.horse.nft_id,data.horse.parents,data.horse.race_statistic.first_place_finishes,data.horse.race_statistic.free_win_rate,data.horse.race_statistic.number_of_free_races,data.horse.race_statistic.number_of_paid_races,data.horse.race_statistic.number_of_races,data.horse.race_statistic.paid_win_rate,data.horse.race_statistic.second_place_finishes,data.horse.race_statistic.third_place_finishes,data.horse.race_statistic.win_rate,data.horse.super_coat
0,Finney,legendary,Celestial Blue,Z12,Colt,https://img.zed.run/horses/4997D0.png,2022-07-04T20:26:08,Celestial Stormer,438023,"[{'name': 'Flying Bruiser', 'nft_id': 23999}, {'name': 'Emotional Storm', 'nft_id': 21581}]",1,5.88,17,0,17,0.0,4,1,5.88,False
0,Buterin,genesis,Anti-Flash White,Z10,Stallion,https://img.zed.run/horses/F2F3F4.png,2021-07-10T06:23:54,Credit Card Issuer,44809,[],2,1.94,103,73,176,0.0,11,17,1.14,False
0,Buterin,legendary,Dartmouth Green,Z15,Filly,https://img.zed.run/horses/00703C.png,2022-07-04T20:31:12,Trade Secret,438026,"[{'name': 'Magic Trick', 'nft_id': 22012}, {'name': 'Ask Me How I Know', 'nft_id': 4783}]",7,17.95,39,13,52,0.0,4,2,13.46,False
0,Buterin,pacer,China Rose,Z56,Mare,https://img.zed.run/horses/A8516E.png,2021-12-27T21:35:43,Twiddle Jogger,175883,"[{'name': 'Holographic Queen', 'nft_id': 154755}, {'name': 'Shenyang', 'nft_id': 83505}]",16,10.0,160,13,173,0.0,9,12,9.25,False
0,Buterin,genesis,Oval Orchid,Z10,Stallion,https://img.zed.run/horses/DA70D6.png,2021-07-10T06:23:54,Unfortunate Record,44812,[],280,11.63,430,1520,1950,15.13,153,127,14.36,False
0,Buterin,genesis,Thistle,Z10,Stallion,https://img.zed.run/horses/D8BFD8.png,2021-07-10T06:23:56,Modern Bridge,44813,[],0,0.0,22,10,32,0.0,5,5,0.0,False
0,Buterin,legendary,Cerulean Frost,Z15,Mare,https://img.zed.run/horses/6D9BC3.png,2022-07-04T20:36:36,Too Much Soap,438030,"[{'name': 'Stenzo', 'nft_id': 21372}, {'name': 'Smart Venture', 'nft_id': 11483}]",13,2.58,503,0,503,0.0,27,33,2.58,False
0,Buterin,elite,Bright Cerulean,Z30,Filly,https://img.zed.run/horses/1DACD6.png,2022-07-04T20:37:17,Deus Vult,438031,"[{'name': 'Gobble Gobble Kush', 'nft_id': 154226}, {'name': 'Magic Eraser', 'nft_id': 89880}]",0,0.0,23,0,23,0.0,0,1,0.0,False
0,Buterin,legendary,Taupe,Z16,Filly,https://img.zed.run/horses/715C56.png,2022-07-04T20:37:49,Big Snuffers,438032,"[{'name': 'Will He Torque', 'nft_id': 29184}, {'name': 'Stenzo', 'nft_id': 21372}]",7,5.22,134,0,134,0.0,12,11,5.22,False
0,Buterin,legendary,Alabaster,Z17,Mare,https://img.zed.run/horses/F2F0E6.png,2021-12-27T21:47:34,True Neutral,175887,"[{'name': 'Focus On The Issue', 'nft_id': 42164}, {'name': 'Basic Strategy', 'nft_id': 21580}]",0,0.0,58,2,60,0.0,4,7,0.0,False
0,Buterin,exclusive,Black Chocolate,Z24,Filly,https://img.zed.run/horses/1B1811.png,2022-07-04T20:38:15,Shadow Lightening,438035,"[{'name': 'La Casa Blanca', 'nft_id': 408889}, {'name': 'Mock Up', 'nft_id': 21951}]",10,5.29,189,0,189,0.0,13,15,5.29,False
0,Buterin,legendary,Fawn,Z17,Filly,https://img.zed.run/horses/E5AA70.png,2022-07-04T20:38:30,Towards The Light,438036,"[{'name': 'Got To Wear Shades', 'nft_id': 22734}, {'name': 'Mock Up', 'nft_id': 21951}]",50,9.12,548,0,548,0.0,52,42,9.12,False
0,Buterin,exclusive,Fiery Rose,Z28,Colt,https://img.zed.run/horses/FF5470.png,2022-07-04T20:38:32,Genghis Kahn,438037,"[{'name': 'Shaquine', 'nft_id': 140878}, {'name': 'Magnetic Polarity', 'nft_id': 20488}]",11,7.33,150,1,151,0.0,6,14,7.28,False
0,Finney,exclusive,Midnight Black,Z11,Filly,https://img.zed.run/horses/000000.png,2022-07-04T20:39:45,Crabby Patty,438038,"[{'name': 'Redeem', 'nft_id': 21679}, {'name': 'Hundreds and Thousands', 'nft_id': 6208}]",2,3.33,60,0,60,0.0,5,5,3.33,False
0,Buterin,exclusive,Byzantium,Z13,Colt,https://img.zed.run/horses/702963.png,2022-07-04T20:40:01,Fresh Perspective,438039,"[{'name': ""Naka Naka Who's There"", 'nft_id': 57996}, {'name': 'Magnetic Polarity', 'nft_id': 20488}]",0,0.0,43,0,43,0.0,1,2,0.0,False
0,Buterin,legendary,Fiery Rose,Z18,Filly,https://img.zed.run/horses/FF5470.png,2022-07-04T20:40:36,Kinetic Strike,438041,"[{'name': 'Seduce Me', 'nft_id': 27176}, {'name': 'Tidal Rip', 'nft_id': 23137}]",14,7.04,199,5,204,0.0,16,12,6.86,False
0,Buterin,legendary,Fawn,Z18,Filly,https://img.zed.run/horses/E5AA70.png,2022-07-04T20:40:51,Peanut Butter Butterpops,438042,"[{'name': 'Tidal Rip', 'nft_id': 23137}, {'name': 'Haters Gonna Date', 'nft_id': 22814}]",26,5.47,475,1,476,0.0,35,41,5.46,False
0,Buterin,legendary,White Smoke,Z17,Colt,https://img.zed.run/horses/F5F5F5.png,2022-07-04T20:41:07,Lazy Companion,438043,"[{'name': 'Might Reorganise', 'nft_id': 21653}, {'name': 'Wicked Affair', 'nft_id': 7717}]",2,2.6,77,13,90,0.0,2,7,2.22,False
0,Buterin,exclusive,Shadow Fighter,Z35,Filly,https://img.zed.run/horses/BFAFB2.png,2022-07-04T20:41:27,Mighty Gregg,438044,"[{'name': 'Horsey Wang Pang Chang', 'nft_id': 117634}, {'name': 'Might Reorganise', 'nft_id': 21653}]",5,3.47,144,1,145,0.0,7,14,3.45,False
0,Finney,exclusive,Black Chocolate,Z17,Filly,https://img.zed.run/horses/1B1811.png,2022-07-04T20:41:32,Confirmed Goat,438045,"[{'name': 'Something Something', 'nft_id': 346923}, {'name': 'Might Reorganise', 'nft_id': 21653}]",9,4.95,182,0,182,0.0,20,19,4.95,False
0,Buterin,genesis,Atomic Tangerine,Z10,Stallion,https://img.zed.run/horses/FF9966.png,2021-07-10T06:26:52,Frisky Business,44830,[],31,16.15,161,73,234,6.85,19,28,13.25,False
0,Buterin,legendary,Battle Horse Gray,Z19,Mare,https://img.zed.run/horses/848482.png,2021-12-27T21:51:57,Sabbatha,175901,"[{'name': 'The Wench Press', 'nft_id': 41755}, {'name': 'Hop Skip And A Thump', 'nft_id': 21348}]",31,6.94,418,105,523,1.9,54,41,5.93,False
0,Buterin,elite,Burnt Umber,Z39,Colt,https://img.zed.run/horses/8A3324.png,2022-07-04T21:25:50,Terrible High,438053,"[{'name': 'Terrible Luck', 'nft_id': 382698}, {'name': 'Fatal High', 'nft_id': 320238}]",0,0.0,10,0,10,0.0,0,0,0.0,False
0,Buterin,cross,Burnt Umber,Z42,Filly,https://img.zed.run/horses/8A3324.png,2022-07-04T21:26:22,Maiden Gamble,438054,"[{'name': 'Virtually Cryptical', 'nft_id': 417724}, {'name': 'Pig The Pug', 'nft_id': 366979}]",0,0.0,4,0,4,0.0,1,0,0.0,False
0,Buterin,pacer,Atomic Tangerine,Z226,Mare,https://img.zed.run/horses/FF9966.png,2022-07-04T21:33:35,Diglett The Cat,438055,"[{'name': 'Phoenix Reborn', 'nft_id': 417638}, {'name': 'Double Overtime', 'nft_id': 390377}]",9,10.98,82,0,82,0.0,5,11,10.98,False
0,Nakamoto,exclusive,Hairy Canary,Z6,Stallion,https://img.zed.run/horses/FFFF99.png,2022-07-04T21:46:45,Custard Cream,438061,"[{'name': 'Pain and Gain', 'nft_id': 62619}, {'name': 'Secret Asset', 'nft_id': 12249}]",32,11.23,285,9,294,0.0,27,21,10.88,False
0,Finney,elite,Chrome Yellow,Z18,Colt,https://img.zed.run/horses/FFA700.png,2022-07-04T21:48:05,Collision King,438062,"[{'name': 'Irish King', 'nft_id': 406837}, {'name': 'Collision Kingdom', 'nft_id': 373492}]",6,6.59,91,0,91,0.0,10,9,6.59,False
0,Buterin,genesis,Brown Sugar,Z10,Mare,https://img.zed.run/horses/AF6E4D.png,2021-07-10T06:27:35,Major Investigators,44855,[],12,5.74,209,0,209,0.0,13,19,5.74,False
0,Szabo,legendary,Fuzzy Wuzzy,Z7,Stallion,https://img.zed.run/horses/CC6666.png,2021-12-28T00:22:30,Salahi,175934,"[{'name': 'Nothing Into Something', 'nft_id': 13574}, {'name': 'Reckoning', 'nft_id': 13105}]",7,2.67,187,22,209,9.09,27,29,3.35,False
0,Buterin,cross,AO,Z33,Colt,https://img.zed.run/horses/008000.png,2022-07-04T22:25:29,Dead End Caustic,438079,"[{'name': 'Dead End Job', 'nft_id': 414031}, {'name': 'Caustic Arcade', 'nft_id': 387291}]",3,7.89,38,0,38,0.0,3,4,7.89,False
0,Buterin,cross,Caribbean Green,Z48,Filly,https://img.zed.run/horses/00CC99.png,2022-07-04T22:25:18,Baby Caustic,438078,"[{'name': 'Baby Formula', 'nft_id': 416967}, {'name': 'Caustic Arcade', 'nft_id': 387291}]",2,7.41,27,0,27,0.0,0,2,7.41,False
0,Buterin,exclusive,Suave Mauve,Z24,Colt,https://img.zed.run/horses/D473D4.png,2022-07-04T22:30:49,Stoned Caustic,438080,"[{'name': 'Caustic Arcade', 'nft_id': 387291}, {'name': 'Stone Face', 'nft_id': 89647}]",0,0.0,12,0,12,0.0,0,2,0.0,False
0,Nakamoto,exclusive,Deep Taupe,Z5,Mare,https://img.zed.run/horses/7E5E60.png,2022-07-04T22:31:25,Frisky Arcadia,438082,"[{'name': 'Aurelius Dumbledore', 'nft_id': 420965}, {'name': 'She Horse', 'nft_id': 389542}]",7,7.87,89,24,113,0.0,15,13,6.19,False
0,Szabo,exclusive,Battle Horse Gray,Z10,Colt,https://img.zed.run/horses/848482.png,2021-12-28T00:24:39,StormShadow,175939,"[{'name': 'Lord Hanzington', 'nft_id': 141383}, {'name': 'Sandrine', 'nft_id': 37465}]",2,1.96,102,6,108,0.0,13,9,1.85,False
0,Finney,exclusive,Shadow Fighter,Z11,Colt,https://img.zed.run/horses/BFAFB2.png,2022-07-04T22:48:32,Chubby Crab,438088,"[{'name': 'Something Rambling', 'nft_id': 354697}, {'name': 'Ice Pack', 'nft_id': 316273}]",4,10.53,38,1,39,0.0,5,3,10.26,False
0,Buterin,exclusive,Desert Sand,Z13,Stallion,https://img.zed.run/horses/EDC9AF.png,2022-07-04T23:21:49,Major Bet,438091,"[{'name': 'Quite The Odds', 'nft_id': 392499}, {'name': 'Bourbon Heist', 'nft_id': 388825}]",8,7.48,107,0,107,0.0,7,14,7.48,False
0,Finney,cross,Big Dip O’Ruby,Z18,Colt,https://img.zed.run/horses/9C2542.png,2022-07-04T23:30:54,Throw,438092,"[{'name': 'Bocce', 'nft_id': 388997}, {'name': 'Local Legend', 'nft_id': 388295}]",10,5.71,175,5,180,0.0,11,18,5.56,False
0,Finney,exclusive,Desert Sand,Z11,Filly,https://img.zed.run/horses/EDC9AF.png,2022-07-04T23:31:20,Lucky Streak,438093,"[{'name': 'Perfectly Happy', 'nft_id': 136712}, {'name': 'Yeelli', 'nft_id': 25443}]",3,2.78,108,0,108,0.0,10,12,2.78,False
0,Nakamoto,exclusive,Bondi Blue,Z5,Stallion,https://img.zed.run/horses/0095B6.png,2022-07-04T23:37:33,Grand Alps,438098,"[{'name': 'Swiss Alps', 'nft_id': 208179}, {'name': 'Grand Jury', 'nft_id': 56477}]",109,8.44,652,408,1060,13.24,86,87,10.28,False
0,Buterin,cross,Caribbean Green,Z103,Mare,https://img.zed.run/horses/00CC99.png,2022-07-04T23:45:49,Anne of Green Stables,438101,"[{'name': 'Somo', 'nft_id': 419733}, {'name': 'DIBI DIBI DUM', 'nft_id': 405890}]",1,2.56,39,0,39,0.0,0,1,2.56,False
0,Finney,cross,Bright Cerulean,Z25,Colt,https://img.zed.run/horses/1DACD6.png,2022-07-04T23:51:24,Fast Seven,438102,"[{'name': 'Carry Me Away', 'nft_id': 422332}, {'name': 'Ground Shaker', 'nft_id': 397891}]",4,4.76,63,2,65,50.0,6,7,6.15,False
0,Nakamoto,exclusive,Fiery Rose,Z6,Mare,https://img.zed.run/horses/FF5470.png,2022-07-05T00:10:08,Fire Strong,438106,"[{'name': 'Whoa', 'nft_id': 421959}, {'name': 'Too High To Belong', 'nft_id': 393688}]",3,7.14,28,92,120,1.09,9,21,2.5,False
0,Buterin,genesis,Taupe,Z10,Stallion,https://img.zed.run/horses/715C56.png,2021-07-10T06:28:30,Historical Loss,44890,[],89,14.29,203,528,731,11.36,67,43,12.18,False
0,Nakamoto,legendary,Copper Penny,Z2,Mare,https://img.zed.run/horses/AD6F69.png,2022-07-05T00:17:17,Swiss Lover,438109,"[{'name': 'Swiss Banker', 'nft_id': 12319}, {'name': ""PS: I Don't Love You"", 'nft_id': 108}]",19,6.33,300,84,384,0.0,39,56,4.95,False
0,Finney,exclusive,Colombo Spice,Z24,Filly,https://img.zed.run/horses/FF3800.png,2022-07-05T00:21:36,Chance the Strapper,438110,"[{'name': 'Luke Vermillion', 'nft_id': 210713}, {'name': 'Around The Riverbend', 'nft_id': 169425}]",1,4.17,24,0,24,0.0,2,1,4.17,False
0,Buterin,genesis,Cinereous,Z10,Stallion,https://img.zed.run/horses/98817B.png,2021-07-10T06:28:37,Going Great,44896,[],9,6.33,79,44,123,9.09,9,8,7.32,False
0,Buterin,genesis,Cotton Candy,Z10,Colt,https://img.zed.run/horses/FFBCD9.png,2021-07-10T06:29:00,Eye Phone,44904,[],0,0.0,27,0,27,0.0,2,1,0.0,False
0,Nakamoto,legendary,Battle Horse Gray,Z4,Colt,https://img.zed.run/horses/848482.png,2022-07-05T00:58:32,Publicly Ashamed,438123,"[{'name': 'As Bad As You Remember', 'nft_id': 592}, {'name': 'Fraudulent Behavior', 'nft_id': 547}]",8,7.34,109,7,116,0.0,14,14,6.9,False
0,Nakamoto,legendary,Mystic Maroon,Z3,Stallion,https://img.zed.run/horses/B03060.png,2022-07-05T00:58:47,Tater,438124,"[{'name': 'As Bad As You Remember', 'nft_id': 592}, {'name': 'Only Kid I Know', 'nft_id': 93}]",11,12.31,65,42,107,7.14,8,12,10.28,False
0,Nakamoto,legendary,Antique White,Z4,Stallion,https://img.zed.run/horses/FAEBD7.png,2022-07-05T01:00:21,Voltras,438126,"[{'name': 'Belladonna', 'nft_id': 595}, {'name': 'As Bad As You Remember', 'nft_id': 592}]",41,9.84,193,198,391,11.11,39,26,10.49,False
0,Buterin,genesis,Azure Mist,Z10,Filly,https://img.zed.run/horses/F0FFFF.png,2021-07-10T06:29:06,Constant Puffery,44914,[],0,0.0,11,0,11,0.0,0,2,0.0,False
0,Buterin,elite,Desert Sand,Z17,Filly,https://img.zed.run/horses/EDC9AF.png,2022-07-05T01:17:02,Paper Planes,438132,"[{'name': 'Money and the Power', 'nft_id': 421018}, {'name': 'Icarian Flight', 'nft_id': 420309}]",7,6.14,114,3,117,0.0,9,11,5.98,False
0,Nakamoto,legendary,Midnight Black,Z3,Mare,https://img.zed.run/horses/000000.png,2022-07-05T01:17:24,0xDarkness,438133,"[{'name': ""I'm Special"", 'nft_id': 13383}, {'name': 'Whitemane', 'nft_id': 539}]",18,6.44,202,97,299,5.15,29,32,6.02,False
0,Buterin,genesis,Black Chocolate,Z10,Stallion,https://img.zed.run/horses/1B1811.png,2021-07-10T06:29:04,Scattered Share,44916,[],16,10.2,98,143,241,4.2,26,20,6.64,False
0,Buterin,pacer,Brown Sugar,Z268,Colt,https://img.zed.run/horses/AF6E4D.png,2022-07-05T01:20:47,Budweiser Clydesdale 1969,438136,"[{'name': 'Jovian', 'nft_id': 187869}, {'name': 'Stormy Whisper', 'nft_id': 173882}]",0,0.0,57,0,57,0.0,0,0,0.0,False
0,Buterin,pacer,Midnight Black,Z112,Mare,https://img.zed.run/horses/000000.png,2022-07-05T01:21:18,Neigha Long,438137,"[{'name': 'Grayco Malfoy', 'nft_id': 413858}, {'name': 'SoBe', 'nft_id': 385095}]",2,4.0,50,0,50,0.0,1,4,4.0,False
0,Finney,exclusive,Cosmic Cobalt,Z13,Filly,https://img.zed.run/horses/2E2D88.png,2022-07-05T01:32:22,Kimaris Vidar,438142,"[{'name': 'High Gin-Shiki', 'nft_id': 393303}, {'name': 'Formation', 'nft_id': 7763}]",85,6.91,637,349,986,11.75,96,70,8.62,False
0,Buterin,cross,Baker-Miller Pink,Z109,Mare,https://img.zed.run/horses/FF91AF.png,2022-07-05T01:32:24,Susie Salmon,438143,"[{'name': 'Mister Congeniality', 'nft_id': 416267}, {'name': 'Yo, That Jacket Is Tight!', 'nft_id': 376390}]",4,11.76,34,0,34,0.0,1,2,11.76,False
0,Finney,exclusive,Antique White,Z15,Mare,https://img.zed.run/horses/FAEBD7.png,2022-07-05T01:49:01,Barbatos,438149,"[{'name': 'Sazabi', 'nft_id': 377752}, {'name': 'Formation', 'nft_id': 7763}]",81,9.08,606,268,874,9.7,80,86,9.27,False
0,Szabo,elite,Cinnamon Satin,Z15,Filly,https://img.zed.run/horses/CD607E.png,2022-07-05T01:50:05,Pink Gift,438150,"[{'name': 'Purple Gift', 'nft_id': 169097}, {'name': 'Pinks', 'nft_id': 81064}]",8,22.22,36,2,38,0.0,1,3,21.05,False
0,Nakamoto,elite,Azure Mist,Z12,Mare,https://img.zed.run/horses/F0FFFF.png,2022-07-05T01:50:06,Secret Kami,438151,"[{'name': 'Raijin Kami', 'nft_id': 423186}, {'name': 'Secret Tour', 'nft_id': 422006}]",43,10.27,331,72,403,12.5,52,34,10.67,False
0,Finney,elite,Shadow Fighter,Z18,Mare,https://img.zed.run/horses/BFAFB2.png,2022-07-05T01:59:41,Morning Tiger,438155,"[{'name': 'Little Tiger', 'nft_id': 405247}, {'name': 'Morning Dew', 'nft_id': 31570}]",16,16.13,93,12,105,8.33,7,9,15.24,False
0,Buterin,exclusive,AO,Z23,Colt,https://img.zed.run/horses/008000.png,2022-07-05T02:01:06,Green For Go,438156,"[{'name': 'Green Yeti', 'nft_id': 411003}, {'name': 'Military Bay', 'nft_id': 28354}]",12,6.82,132,59,191,5.08,21,20,6.28,False
0,Finney,elite,Banana Mania,Z16,Colt,https://img.zed.run/horses/FAE7B5.png,2022-07-05T02:09:20,Little Doorbell,438159,"[{'name': 'Little Tiger', 'nft_id': 405247}, {'name': 'Ding Dong Ping Pong', 'nft_id': 111738}]",0,0.0,11,0,11,0.0,1,0,0.0,False
0,Buterin,genesis,Aggressive Azure,Z10,Stallion,https://img.zed.run/horses/027DFF.png,2021-07-10T06:38:43,Wire Claud,44958,[],19,18.18,55,67,122,13.43,9,8,15.57,False
0,Buterin,elite,Alizarin Crimson,Z42,Colt,https://img.zed.run/horses/E32636.png,2022-07-05T02:50:37,Grand Fox,438175,"[{'name': 'The Swamp Fox', 'nft_id': 384574}, {'name': 'Grand Slam', 'nft_id': 32742}]",0,0.0,24,2,26,0.0,2,1,0.0,False
0,Buterin,cross,Bittersweet Shimmer,Z54,Mare,https://img.zed.run/horses/BF4F51.png,2022-07-05T03:01:32,BroFOX,438179,"[{'name': 'The Swamp Fox', 'nft_id': 384574}, {'name': 'BroPAC', 'nft_id': 82032}]",7,6.67,105,8,113,0.0,8,10,6.19,False
0,Szabo,exclusive,Ghost White,Z11,Stallion,https://img.zed.run/horses/FFFFFF.png,2021-12-28T03:00:04,Chaotic Grace,176036,"[{'name': 'Valyria', 'nft_id': 124343}, {'name': 'Noise Blossom', 'nft_id': 1689}]",14,5.91,203,36,239,5.56,22,29,5.86,False
0,Finney,exclusive,Cosmic Cobalt,Z17,Mare,https://img.zed.run/horses/2E2D88.png,2021-12-28T03:06:21,August Nights,176037,"[{'name': 'Just Like Dad', 'nft_id': 156973}, {'name': 'Warm August', 'nft_id': 23860}]",4,3.03,132,0,132,0.0,6,13,3.03,False
0,Buterin,legendary,Burlywood,Z20,Colt,https://img.zed.run/horses/DEB887.png,2021-12-28T03:08:45,Forgot About Zook,176038,"[{'name': 'Hello Happiness', 'nft_id': 8042}, {'name': 'Starving Faithful', 'nft_id': 5969}]",4,2.96,135,3,138,0.0,6,8,2.9,True
0,Buterin,elite,Cal Poly Pomona,Z51,Stallion,https://img.zed.run/horses/1E4D2B.png,2022-07-05T03:19:30,Stop it Now,438184,"[{'name': 'You Think This is a Joke!', 'nft_id': 401658}, {'name': 'Spicy Vici', 'nft_id': 401501}]",49,17.59,108,194,302,15.46,25,17,16.23,False
0,Buterin,legendary,Antique Brass,Z19,Stallion,https://img.zed.run/horses/CD9575.png,2021-12-28T03:14:21,Cal's One Incher,176041,"[{'name': 'Rover Again', 'nft_id': 26607}, {'name': 'Good Choice', 'nft_id': 9085}]",42,12.93,317,14,331,7.14,28,23,12.69,False
0,Buterin,exclusive,Burnt Umber,Z11,Filly,https://img.zed.run/horses/8A3324.png,2022-07-05T03:29:55,Knifewrench,438188,"[{'name': 'Dreamy Nebula', 'nft_id': 100328}, {'name': 'Grace Of Monaco', 'nft_id': 25609}]",0,0.0,12,0,12,0.0,0,0,0.0,False
0,Buterin,genesis,Caribbean Green,Z10,Stallion,https://img.zed.run/horses/00CC99.png,2021-07-10T06:39:02,A Set Of Accounts,44976,[],36,9.04,387,24,411,4.17,38,33,8.76,False
0,Buterin,genesis,Feldgrau,Z10,Stallion,https://img.zed.run/horses/4D5D53.png,2021-07-10T06:39:03,Extensive Cleavage,44977,[],34,5.32,395,167,562,7.78,55,41,6.05,False
0,Nakamoto,elite,Big Dip O’Ruby,Z10,Mare,https://img.zed.run/horses/9C2542.png,2022-07-05T04:37:42,Turn The Switch,438197,"[{'name': 'Mr Justice', 'nft_id': 412407}, {'name': 'Grand Event', 'nft_id': 350666}]",17,5.88,289,10,299,0.0,28,25,5.69,False
0,Buterin,exclusive,Deep Taupe,Z17,Filly,https://img.zed.run/horses/7E5E60.png,2022-07-05T04:38:28,Trap Set Rich,438198,"[{'name': 'Super Ordinary Villain', 'nft_id': 387707}, {'name': 'Advance', 'nft_id': 187114}]",4,3.54,113,6,119,0.0,7,20,3.36,False
0,Nakamoto,exclusive,Bleu De France,Z4,Filly,https://img.zed.run/horses/318CE7.png,2022-07-05T04:49:06,Pip Pip,438200,"[{'name': 'Heaven Symphony', 'nft_id': 421973}, {'name': 'Cavani', 'nft_id': 38953}]",14,19.4,67,15,82,6.67,4,10,17.07,False
0,Nakamoto,exclusive,China Pink,Z4,Stallion,https://img.zed.run/horses/DE6FA1.png,2022-07-05T04:49:47,Cavatea,438201,"[{'name': 'Seven Tea', 'nft_id': 422117}, {'name': 'Cavani', 'nft_id': 38953}]",7,4.64,151,11,162,0.0,22,12,4.32,False
0,Nakamoto,exclusive,Destiny,Z4,Colt,https://img.zed.run/horses/872657.png,2022-07-05T04:50:28,Anthony Martial,438202,"[{'name': 'Kokushi Muso', 'nft_id': 380228}, {'name': 'Cavani', 'nft_id': 38953}]",1,8.33,12,2,14,0.0,2,2,7.14,False
0,Szabo,elite,Bittersweet Shimmer,Z11,Mare,https://img.zed.run/horses/BF4F51.png,2022-07-05T04:59:43,Sweet Addiction,438203,"[{'name': 'Chupa Chups', 'nft_id': 168943}, {'name': 'Albie David', 'nft_id': 77532}]",17,14.55,55,79,134,11.39,9,16,12.69,False
0,Buterin,elite,Byzantium,Z31,Colt,https://img.zed.run/horses/702963.png,2022-07-05T05:09:59,Sweet Rein,438205,"[{'name': 'Sweetener', 'nft_id': 377217}, {'name': 'Aquamans Rein', 'nft_id': 73440}]",0,0.0,5,0,5,0.0,0,0,0.0,False
0,Buterin,genesis,Feldgrau,Z10,Stallion,https://img.zed.run/horses/4D5D53.png,2021-07-10T06:39:16,Clever Sheeple,44991,[],14,10.94,128,1,129,0.0,9,9,10.85,False
0,Finney,exclusive,Flex,Z19,Mare,https://img.zed.run/horses/EEDC82.png,2022-07-05T05:21:11,Soldiers Minute,438208,"[{'name': 'Jordaniper', 'nft_id': 418756}, {'name': ""J's On My Feet"", 'nft_id': 401179}]",26,15.94,138,51,189,7.84,21,30,13.76,False
0,Buterin,genesis,Shadow Fighter,Z10,Stallion,https://img.zed.run/horses/BFAFB2.png,2021-07-10T06:39:18,Operating Bicycle,44993,[],4,0.0,58,36,94,11.11,11,6,4.26,False
0,Finney,elite,Black Chocolate,Z14,Colt,https://img.zed.run/horses/1B1811.png,2022-01-01T23:33:31,Chargrilled,176065,"[{'name': 'Methamphetamine', 'nft_id': 114041}, {'name': 'Given Roses', 'nft_id': 63093}]",4,4.71,85,0,85,0.0,7,4,4.71,False
0,Finney,exclusive,Dark Moss,Z19,Stallion,https://img.zed.run/horses/4A5D23.png,2022-07-05T05:22:38,Admiral Glide,438211,"[{'name': 'Jordaniper', 'nft_id': 418756}, {'name': 'Heir Juniper', 'nft_id': 411025}]",51,18.66,134,247,381,10.53,54,49,13.39,False
0,Finney,elite,Caribbean Green,Z22,Colt,https://img.zed.run/horses/00CC99.png,2022-01-01T23:33:28,Caribbean Seas,176068,"[{'name': 'The Gladiator', 'nft_id': 119068}, {'name': 'Greenies', 'nft_id': 93080}]",0,0.0,8,0,8,0.0,0,0,0.0,False
0,Szabo,exclusive,Sienna,Z15,Mare,https://img.zed.run/horses/3C1414.png,2022-07-05T05:27:08,Last Of The Sweet Utans,438213,"[{'name': 'Orange Utan', 'nft_id': 326106}, {'name': 'Lil Sweet Paisa', 'nft_id': 185192}]",38,11.04,326,40,366,5.0,37,27,10.38,False
0,Finney,exclusive,Black Chocolate,Z16,Mare,https://img.zed.run/horses/1B1811.png,2022-07-05T05:21:47,The Gaffer,438209,"[{'name': 'Jordaniper', 'nft_id': 418756}, {'name': 'Air Retro', 'nft_id': 387551}]",67,19.33,269,148,417,10.14,45,27,16.07,False
0,Buterin,cross,Bleu De France,Z48,Filly,https://img.zed.run/horses/318CE7.png,2022-07-05T05:28:29,Zig Zag Zig Zag,438215,"[{'name': 'Kidz Bop Sicko Mode', 'nft_id': 378066}, {'name': ""Lil Rodney's Son"", 'nft_id': 359691}]",0,0.0,17,1,18,0.0,0,0,0.0,False
0,Buterin,cross,Cotton Candy,Z45,Filly,https://img.zed.run/horses/FFBCD9.png,2022-07-05T05:22:07,Slammin Sam,438210,"[{'name': ""Lil Rodney's Son"", 'nft_id': 359691}, {'name': 'Bimbo Swaggins', 'nft_id': 181489}]",0,0.0,70,4,74,0.0,5,5,0.0,False
0,Nakamoto,legendary,Misty Rose,Z4,Stallion,https://img.zed.run/horses/FFE4E1.png,2022-01-01T23:33:20,Never Daunted,176069,"[{'name': 'Solo Aggressive', 'nft_id': 801}, {'name': 'Ever Celebrating', 'nft_id': 776}]",158,10.58,1484,33,1517,3.03,131,106,10.42,False
0,Buterin,exclusive,Fawn,Z16,Mare,https://img.zed.run/horses/E5AA70.png,2021-12-28T04:39:03,Slow Is Smooth,176072,"[{'name': 'Duty First', 'nft_id': 51984}, {'name': 'Street Boss', 'nft_id': 3337}]",10,4.83,207,20,227,0.0,14,24,4.41,False
0,Szabo,exclusive,Fuzzy Wuzzy,Z9,Filly,https://img.zed.run/horses/CC6666.png,2022-07-05T05:51:44,Scenic Oatmeal,438219,"[{'name': 'Scenic Heart', 'nft_id': 364934}, {'name': 'Oatmeal ’s A Meal', 'nft_id': 26912}]",3,5.0,60,0,60,0.0,3,6,5.0,False
